1.502654e-01 6.410179e+00 
7.778032e-01 6.410514e+00 
1.402271e+00 6.410179e+00 
2.021205e+00 6.410514e+00 
2.632163e+00 6.410180e+00 
2.862041e+00 6.410513e+00 
3.007737e+00 6.410181e+00 
3.091218e+00 6.410502e+00 
3.139639e+00 6.410152e+00 
3.172154e+00 6.410432e+00 
3.205832e+00 6.410028e+00 
3.225661e+00 6.410261e+00 
3.245812e+00 6.409846e+00 
3.270125e+00 6.409966e+00 
3.300659e+00 6.409317e+00 
3.337404e+00 6.408704e+00 
3.367565e+00 6.404578e+00 
3.408310e+00 6.396123e+00 
3.446953e+00 6.387345e+00 
3.524065e+00 6.370364e+00 
3.613220e+00 6.349376e+00 
3.790534e+00 6.305636e+00 
4.140955e+00 6.190356e+00 
4.382188e+00 5.603531e+00 
4.553157e+00 4.123891e+00 
4.713867e+00 2.727127e+00 
4.864702e+00 1.394445e+00 
5.095672e+00 -6.624606e-01 
5.546605e+00 -4.794061e+00 
5.764717e+00 -6.136993e+00 
5.998736e+00 -6.255166e+00 
6.164674e+00 -6.310427e+00 
6.348585e+00 -6.364990e+00 
6.487841e+00 -6.402753e+00 
6.602625e+00 -6.409959e+00 
6.727045e+00 -6.410095e+00 
6.857098e+00 -6.410437e+00 
7.015809e+00 -6.410225e+00 
7.279060e+00 -6.410492e+00 
7.626703e+00 -6.410242e+00 
8.017774e+00 -6.410490e+00 
8.377203e+00 -6.410246e+00 
8.703572e+00 -6.410491e+00 
8.995591e+00 -6.410249e+00 
9.252109e+00 -6.410492e+00 
9.472112e+00 -6.410252e+00 
9.654734e+00 -6.410492e+00 
9.799253e+00 -6.410255e+00 
9.905099e+00 -6.410492e+00 
9.971854e+00 -6.410257e+00 
9.999254e+00 -6.410491e+00 
9.987192e+00 -6.410258e+00 
9.935715e+00 -6.410490e+00 
9.845027e+00 -6.410259e+00 
9.715484e+00 -6.410488e+00 
9.547599e+00 -6.410259e+00 
9.342034e+00 -6.410485e+00 
9.099600e+00 -6.410259e+00 
8.821255e+00 -6.410483e+00 
8.508095e+00 -6.410258e+00 
8.161359e+00 -6.410479e+00 
7.782413e+00 -6.410256e+00 
7.372753e+00 -6.410476e+00 
6.933997e+00 -6.410254e+00 
6.467875e+00 -6.410472e+00 
5.976228e+00 -6.410252e+00 
5.460995e+00 -6.410467e+00 
4.924210e+00 -6.410249e+00 
