1.000239e-02 1.502654e-01 1.000239e-02 6.410179e+00 1.000239e-02 3.204279e+00 
1.001239e-02 7.778032e-01 1.001239e-02 6.410514e+00 1.001239e-02 3.204447e+00 
1.002239e-02 1.402271e+00 1.002239e-02 6.410179e+00 1.002239e-02 3.204280e+00 
1.003239e-02 2.021205e+00 1.003239e-02 6.410514e+00 1.003239e-02 3.204447e+00 
1.004239e-02 2.632163e+00 1.004239e-02 6.410180e+00 1.004239e-02 3.204280e+00 
1.004620e-02 2.862041e+00 1.004620e-02 6.410513e+00 1.004620e-02 3.204446e+00 
1.004862e-02 3.007737e+00 1.004862e-02 6.410181e+00 1.004862e-02 3.204281e+00 
1.005002e-02 3.091218e+00 1.005002e-02 6.410502e+00 1.005002e-02 3.204468e+00 
1.005083e-02 3.139639e+00 1.005083e-02 6.410152e+00 1.005083e-02 3.204387e+00 
1.005137e-02 3.172154e+00 1.005137e-02 6.410432e+00 1.005137e-02 3.204652e+00 
1.005194e-02 3.205832e+00 1.005194e-02 6.410028e+00 1.005194e-02 3.204615e+00 
1.005227e-02 3.225661e+00 1.005227e-02 6.410261e+00 1.005227e-02 3.204829e+00 
1.005261e-02 3.245812e+00 1.005261e-02 6.409846e+00 1.005261e-02 3.204715e+00 
1.005302e-02 3.270125e+00 1.005302e-02 6.409966e+00 1.005302e-02 3.204864e+00 
1.005354e-02 3.300659e+00 1.005354e-02 6.409317e+00 1.005354e-02 3.204610e+00 
1.005416e-02 3.337404e+00 1.005416e-02 6.408704e+00 1.005416e-02 3.204339e+00 
1.005466e-02 3.367565e+00 1.005466e-02 6.404578e+00 1.005466e-02 3.202285e+00 
1.005535e-02 3.408310e+00 1.005535e-02 6.396123e+00 1.005535e-02 3.198061e+00 
1.005601e-02 3.446953e+00 1.005601e-02 6.387345e+00 1.005601e-02 3.193672e+00 
1.005732e-02 3.524065e+00 1.005732e-02 6.370364e+00 1.005732e-02 3.185182e+00 
1.005884e-02 3.613220e+00 1.005884e-02 6.349376e+00 1.005884e-02 3.174688e+00 
1.006188e-02 3.790534e+00 1.006188e-02 6.305636e+00 1.006188e-02 3.152818e+00 
1.006795e-02 4.140955e+00 1.006795e-02 6.190356e+00 1.006795e-02 3.095178e+00 
1.007220e-02 4.382188e+00 1.007220e-02 5.603531e+00 1.007220e-02 2.801766e+00 
1.007524e-02 4.553157e+00 1.007524e-02 4.123891e+00 1.007524e-02 2.061946e+00 
1.007812e-02 4.713867e+00 1.007812e-02 2.727127e+00 1.007812e-02 1.363563e+00 
1.008086e-02 4.864702e+00 1.008086e-02 1.394445e+00 1.008086e-02 6.972225e-01 
1.008510e-02 5.095672e+00 1.008510e-02 -6.624606e-01 1.008510e-02 -3.312302e-01 
1.009358e-02 5.546605e+00 1.009358e-02 -4.794061e+00 1.009358e-02 -2.397031e+00 
1.009779e-02 5.764717e+00 1.009779e-02 -6.136993e+00 1.009779e-02 -3.068496e+00 
1.010239e-02 5.998736e+00 1.010239e-02 -6.255166e+00 1.010239e-02 -3.127583e+00 
1.010572e-02 6.164674e+00 1.010572e-02 -6.310427e+00 1.010572e-02 -3.155214e+00 
1.010947e-02 6.348585e+00 1.010947e-02 -6.364990e+00 1.010947e-02 -3.182495e+00 
1.011236e-02 6.487841e+00 1.011236e-02 -6.402753e+00 1.011236e-02 -3.201376e+00 
1.011478e-02 6.602625e+00 1.011478e-02 -6.409959e+00 1.011478e-02 -3.204979e+00 
1.011743e-02 6.727045e+00 1.011743e-02 -6.410095e+00 1.011743e-02 -3.205047e+00 
1.012025e-02 6.857098e+00 1.012025e-02 -6.410437e+00 1.012025e-02 -3.205218e+00 
1.012376e-02 7.015809e+00 1.012376e-02 -6.410225e+00 1.012376e-02 -3.205112e+00 
1.012975e-02 7.279060e+00 1.012975e-02 -6.410492e+00 1.012975e-02 -3.205246e+00 
1.013806e-02 7.626703e+00 1.013806e-02 -6.410242e+00 1.013806e-02 -3.205121e+00 
1.014806e-02 8.017774e+00 1.014806e-02 -6.410490e+00 1.014806e-02 -3.205245e+00 
1.015806e-02 8.377203e+00 1.015806e-02 -6.410246e+00 1.015806e-02 -3.205123e+00 
1.016806e-02 8.703572e+00 1.016806e-02 -6.410491e+00 1.016806e-02 -3.205245e+00 
1.017806e-02 8.995591e+00 1.017806e-02 -6.410249e+00 1.017806e-02 -3.205125e+00 
1.018806e-02 9.252109e+00 1.018806e-02 -6.410492e+00 1.018806e-02 -3.205246e+00 
1.019806e-02 9.472112e+00 1.019806e-02 -6.410252e+00 1.019806e-02 -3.205126e+00 
1.020806e-02 9.654734e+00 1.020806e-02 -6.410492e+00 1.020806e-02 -3.205246e+00 
1.021806e-02 9.799253e+00 1.021806e-02 -6.410255e+00 1.021806e-02 -3.205127e+00 
1.022806e-02 9.905099e+00 1.022806e-02 -6.410492e+00 1.022806e-02 -3.205246e+00 
1.023806e-02 9.971854e+00 1.023806e-02 -6.410257e+00 1.023806e-02 -3.205128e+00 
1.024806e-02 9.999254e+00 1.024806e-02 -6.410491e+00 1.024806e-02 -3.205245e+00 
1.025806e-02 9.987192e+00 1.025806e-02 -6.410258e+00 1.025806e-02 -3.205129e+00 
1.026806e-02 9.935715e+00 1.026806e-02 -6.410490e+00 1.026806e-02 -3.205245e+00 
1.027806e-02 9.845027e+00 1.027806e-02 -6.410259e+00 1.027806e-02 -3.205129e+00 
1.028806e-02 9.715484e+00 1.028806e-02 -6.410488e+00 1.028806e-02 -3.205244e+00 
1.029806e-02 9.547599e+00 1.029806e-02 -6.410259e+00 1.029806e-02 -3.205129e+00 
1.030806e-02 9.342034e+00 1.030806e-02 -6.410485e+00 1.030806e-02 -3.205243e+00 
1.031806e-02 9.099600e+00 1.031806e-02 -6.410259e+00 1.031806e-02 -3.205129e+00 
1.032806e-02 8.821255e+00 1.032806e-02 -6.410483e+00 1.032806e-02 -3.205241e+00 
1.033806e-02 8.508095e+00 1.033806e-02 -6.410258e+00 1.033806e-02 -3.205129e+00 
1.034806e-02 8.161359e+00 1.034806e-02 -6.410479e+00 1.034806e-02 -3.205240e+00 
1.035806e-02 7.782413e+00 1.035806e-02 -6.410256e+00 1.035806e-02 -3.205128e+00 
1.036806e-02 7.372753e+00 1.036806e-02 -6.410476e+00 1.036806e-02 -3.205238e+00 
1.037806e-02 6.933997e+00 1.037806e-02 -6.410254e+00 1.037806e-02 -3.205127e+00 
1.038806e-02 6.467875e+00 1.038806e-02 -6.410472e+00 1.038806e-02 -3.205236e+00 
1.039806e-02 5.976228e+00 1.039806e-02 -6.410252e+00 1.039806e-02 -3.205126e+00 
1.040806e-02 5.460995e+00 1.040806e-02 -6.410467e+00 1.040806e-02 -3.205233e+00 
1.041806e-02 4.924210e+00 1.041806e-02 -6.410249e+00 1.041806e-02 -3.205124e+00 
1.042806e-02 4.367991e+00 1.042806e-02 -6.410462e+00 1.042806e-02 -3.205231e+00 
1.043806e-02 3.794534e+00 1.043806e-02 -6.410246e+00 1.043806e-02 -3.205123e+00 
1.044806e-02 3.206102e+00 1.044806e-02 -6.410457e+00 1.044806e-02 -3.205229e+00 
1.045806e-02 2.605016e+00 1.045806e-02 -6.410242e+00 1.045806e-02 -3.205121e+00 
1.046806e-02 1.993650e+00 1.046806e-02 -6.410452e+00 1.046806e-02 -3.205226e+00 
1.047806e-02 1.374416e+00 1.047806e-02 -6.410239e+00 1.047806e-02 -3.205119e+00 
1.048806e-02 7.497575e-01 1.048806e-02 -6.410447e+00 1.048806e-02 -3.205223e+00 
1.049806e-02 1.221401e-01 1.049806e-02 -6.410235e+00 1.049806e-02 -3.205117e+00 
1.050806e-02 -5.059592e-01 1.050806e-02 -6.410442e+00 1.050806e-02 -3.205221e+00 
1.051806e-02 -1.132062e+00 1.051806e-02 -6.410231e+00 1.051806e-02 -3.205115e+00 
1.052806e-02 -1.753697e+00 1.052806e-02 -6.410436e+00 1.052806e-02 -3.205218e+00 
